DATE,BAMLCC0A2AATRIV
2016-05-10,630.03
2016-05-09,629.95
2016-05-06,629.36
2016-05-05,630.76
2016-05-04,629.56
2016-05-03,629.23
2016-05-02,627.01
2016-04-30,628.58
2016-04-29,628.53
2016-04-28,627.58
2016-04-27,626.62
2016-04-26,624.46
2016-04-25,625.19
2016-04-22,625.48
2016-04-21,625.83
2016-04-20,625.92
2016-04-19,627.74
2016-04-18,627.64
2016-04-15,628.12
2016-04-14,626.5
2016-04-13,626.71
2016-04-12,625.62
2016-04-11,627.25
2016-04-08,627.08
2016-04-07,628.62
2016-04-06,625.9
2016-04-05,626.83
2016-04-04,624.9
2016-04-01,623.95
2016-03-31,624.14
2016-03-30,622.35
2016-03-29,623.01
2016-03-28,620.88
2016-03-24,619.92
2016-03-23,620.66
2016-03-22,618.0
2016-03-21,617.72
2016-03-18,619.0
2016-03-17,617.37
2016-03-16,615.41
2016-03-15,614.34
2016-03-14,613.62
2016-03-11,611.94
2016-03-10,612.33
2016-03-09,612.25
2016-03-08,613.67
2016-03-07,610.69
2016-03-04,610.46
2016-03-03,611.75
2016-03-02,610.5
2016-03-01,610.01
2016-02-29,612.82
2016-02-26,611.37
2016-02-25,613.47
2016-02-24,611.87
2016-02-23,611.89
2016-02-22,610.62
2016-02-19,610.74
2016-02-18,610.04
2016-02-17,607.76
2016-02-16,608.98
2016-02-15,609.97
2016-02-12,609.81
2016-02-11,613.18
2016-02-10,612.76
2016-02-09,611.79
2016-02-08,612.59
2016-02-05,609.6
2016-02-04,609.09
2016-02-03,608.61
2016-02-02,609.97
2016-02-01,607.06
2016-01-31,608.44
2016-01-29,608.39
2016-01-28,606.86
2016-01-27,606.83
2016-01-26,607.34
2016-01-25,606.83
2016-01-22,606.24
2016-01-21,607.04
2016-01-20,608.37
2016-01-19,608.32
2016-01-18,608.55
2016-01-15,608.39
2016-01-14,607.02
2016-01-13,609.48
2016-01-12,607.88
2016-01-11,606.15
2016-01-08,606.85
2016-01-07,606.54
2016-01-06,605.79
2016-01-05,603.16
2016-01-04,603.39
2015-12-31,601.97
2015-12-30,601.25
2015-12-29,601.1
2015-12-28,603.84
2015-12-24,603.12
2015-12-23,602.23
2015-12-22,603.11
2015-12-21,604.36
2015-12-18,604.51
2015-12-17,603.51
2015-12-16,601.74
2015-12-15,602.24
2015-12-14,603.43
2015-12-11,606.92
2015-12-10,604.22
2015-12-09,605.18
2015-12-08,604.53
2015-12-07,605.22
2015-12-04,603.35
2015-12-03,601.45
2015-12-02,606.41
2015-12-01,606.41
2015-11-30,603.94
2015-11-27,603.49
2015-11-26,603.4
2015-11-25,603.34
2015-11-24,602.92
2015-11-23,602.44
2015-11-20,601.92
2015-11-19,602.45
2015-11-18,601.39
2015-11-17,601.54
2015-11-16,600.85
2015-11-13,600.67
2015-11-12,599.6
2015-11-11,599.66
2015-11-10,599.61
2015-11-09,598.81
2015-11-06,599.08
2015-11-05,601.55
2015-11-04,601.94
2015-11-03,602.22
2015-11-02,603.27
2015-10-31,604.25
2015-10-30,604.25
2015-10-29,603.47
2015-10-28,606.58
2015-10-27,608.15
2015-10-26,607.11
2015-10-23,605.95
2015-10-22,607.2
2015-10-21,606.66
2015-10-20,604.9
2015-10-19,606.01
2015-10-16,606.14
2015-10-15,606.02
2015-10-14,607.04
2015-10-13,605.09
2015-10-12,603.39
2015-10-09,603.22
2015-10-08,602.89
2015-10-07,604.05
2015-10-06,604.23
2015-10-05,603.15
2015-10-02,605.05
2015-10-01,603.35
2015-09-30,603.04
2015-09-29,603.96
2015-09-28,603.59
2015-09-25,601.4
2015-09-24,602.94
2015-09-23,602.19
2015-09-22,602.23
2015-09-21,598.72
2015-09-18,601.46
2015-09-17,597.98
2015-09-16,594.74
2015-09-15,595.36
2015-09-14,598.89
2015-09-11,598.71
2015-09-10,597.36
2015-09-09,598.58
2015-09-08,597.69
2015-09-07,599.8
2015-09-04,599.64
2015-09-03,597.9
2015-09-02,596.67
2015-09-01,597.51
2015-08-31,596.89
2015-08-28,597.53
2015-08-27,597.35
2015-08-26,596.12
2015-08-25,597.93
2015-08-24,602.91
2015-08-21,602.12
2015-08-20,601.54
2015-08-19,600.18
2015-08-18,598.46
2015-08-17,600.15
2015-08-14,598.43
2015-08-13,598.71
2015-08-12,600.36
2015-08-11,601.1
2015-08-10,597.85
2015-08-07,600.31
2015-08-06,598.37
2015-08-05,597.15
2015-08-04,599.23
2015-08-03,601.27
2015-07-31,599.16
2015-07-30,597.72
2015-07-29,597.09
2015-07-28,597.86
2015-07-27,598.67
2015-07-24,597.56
2015-07-23,597.51
2015-07-22,595.77
2015-07-21,595.11
2015-07-20,594.16
2015-07-17,595.09
2015-07-16,594.5
2015-07-15,594.47
2015-07-14,592.78
2015-07-13,591.95
2015-07-10,591.86
2015-07-09,595.67
2015-07-08,599.15
2015-07-07,598.55
2015-07-06,597.18
2015-07-03,593.13
2015-07-02,593.07
2015-07-01,591.9
2015-06-30,594.49
2015-06-29,594.82
2015-06-26,590.31
2015-06-25,593.07
2015-06-24,593.64
2015-06-23,592.17
2015-06-22,593.66
2015-06-19,596.6
2015-06-18,593.74
2015-06-17,595.55
2015-06-16,595.29
2015-06-15,594.22
2015-06-12,593.72
2015-06-11,593.91
2015-06-10,590.69
2015-06-09,592.69
2015-06-08,594.4
2015-06-05,593.48
2015-06-04,596.46
2015-06-03,594.32
2015-06-02,597.07
2015-06-01,599.38
2015-05-31,603.14
2015-05-29,603.08
2015-05-28,602.19
2015-05-27,602.29
2015-05-26,602.21
2015-05-22,599.07
2015-05-21,600.44
2015-05-20,598.52
2015-05-19,598.56
2015-05-18,599.82
2015-05-15,602.65
2015-05-14,599.21
2015-05-13,598.02
2015-05-12,598.88
2015-05-11,598.44
2015-05-08,602.29
2015-05-07,601.13
2015-05-06,599.26
2015-05-05,601.59
2015-05-04,603.16
2015-05-01,603.71
2015-04-30,606.39
2015-04-29,607.01
2015-04-28,609.62
2015-04-27,611.76
2015-04-24,611.81
2015-04-23,610.96
2015-04-22,610.06
2015-04-21,612.0
2015-04-20,612.45
2015-04-17,614.32
2015-04-16,613.23
2015-04-15,612.46
2015-04-14,612.2
2015-04-13,611.0
2015-04-10,610.15
2015-04-09,609.29
2015-04-08,611.65
2015-04-07,611.37
2015-04-06,610.31
2015-04-02,610.35
2015-04-01,611.42
2015-03-31,609.15
2015-03-30,608.15
2015-03-27,608.67
2015-03-26,606.05
2015-03-25,609.45
2015-03-24,610.92
2015-03-23,609.61
2015-03-20,609.17
2015-03-19,607.48
2015-03-18,608.11
2015-03-17,604.52
2015-03-16,600.64
2015-03-13,603.23
2015-03-12,604.12
2015-03-11,603.6
2015-03-10,603.05
2015-03-09,601.05
2015-03-06,599.48
2015-03-05,603.6
2015-03-04,603.05
2015-03-03,603.02
2015-03-02,604.24
2015-02-28,607.08
2015-02-27,606.92
2015-02-26,606.46
2015-02-25,607.87
2015-02-24,607.28
2015-02-23,604.38
2015-02-20,601.32
2015-02-19,601.6
2015-02-18,603.12
2015-02-17,600.09
2015-02-16,603.86
2015-02-13,603.7
2015-02-12,605.1
2015-02-11,604.81
2015-02-10,604.59
2015-02-09,606.16
2015-02-06,606.16
2015-02-05,610.08
2015-02-04,610.75
2015-02-03,610.74
2015-02-02,614.75
2015-01-31,614.63
2015-01-30,614.62
2015-01-29,611.86
2015-01-28,612.91
2015-01-27,609.2
2015-01-26,608.98
2015-01-23,608.86
2015-01-22,606.06
2015-01-21,606.74
2015-01-20,608.21
2015-01-19,607.49
2015-01-15,609.09
2015-01-14,607.23
2015-01-13,606.24
2015-01-12,605.94
2015-01-09,603.73
2015-01-08,602.04
2015-01-07,604.0
2015-01-06,603.86
2015-01-05,601.27
2015-01-02,598.67
2014-12-31,596.86
2014-12-30,596.12
2014-12-29,595.39
2014-12-26,593.59
2014-12-24,593.07
2014-12-23,592.74
2014-12-22,595.75
2014-12-19,594.95
2014-12-18,593.49
2014-12-17,594.59
2014-12-16,597.25
2014-12-15,596.18
2014-12-12,597.05
2014-12-11,594.93
2014-12-10,595.42
2014-12-09,593.94
2014-12-08,593.14
2014-12-05,591.41
2014-12-04,592.68
2014-12-03,591.6
2014-12-02,591.61
2014-12-01,593.86
2014-11-30,595.1
2014-11-28,594.99
2014-11-27,593.68
2014-11-26,593.63
2014-11-25,592.6
2014-11-24,590.57
2014-11-21,590.13
2014-11-20,589.04
2014-11-19,588.51
2014-11-18,589.62
2014-11-17,589.41
2014-11-14,590.12
2014-11-13,589.45
2014-11-12,589.13
2014-11-11,589.06
2014-11-10,589.0
2014-11-07,590.46
2014-11-06,588.56
2014-11-05,589.62
2014-11-04,589.9
2014-11-03,589.68
2014-10-31,590.06
2014-10-30,590.82
2014-10-29,590.76
2014-10-28,591.33
2014-10-27,592.13
2014-10-24,591.46
2014-10-23,591.41
2014-10-22,592.95
2014-10-21,593.74
2014-10-20,594.22
2014-10-17,593.46
2014-10-16,594.49
2014-10-15,596.91
2014-10-14,594.62
2014-10-13,591.68
2014-10-10,591.52
2014-10-09,591.02
2014-10-08,590.92
2014-10-07,590.28
2014-10-06,587.71
2014-10-03,586.52
2014-10-02,586.13
2014-10-01,587.33
2014-09-30,583.94
2014-09-29,584.66
2014-09-26,583.73
2014-09-25,584.75
2014-09-24,582.81
2014-09-23,584.04
2014-09-22,582.89
2014-09-19,582.0
2014-09-18,580.35
2014-09-17,580.66
2014-09-16,581.35
2014-09-15,581.46
2014-09-12,580.85
2014-09-11,583.52
2014-09-10,583.26
2014-09-09,584.51
2014-09-08,585.41
2014-09-05,585.38
2014-09-04,586.0
2014-09-03,587.49
2014-09-02,587.06
2014-09-01,589.8
2014-08-31,589.75
2014-08-29,589.69
2014-08-28,589.9
2014-08-27,588.71
2014-08-26,587.42
2014-08-25,587.38
2014-08-22,586.8
2014-08-21,586.32
2014-08-20,585.54
2014-08-19,586.05
2014-08-18,586.66
2014-08-15,588.22
2014-08-14,586.5
2014-08-13,585.21
2014-08-12,584.15
2014-08-11,584.97
2014-08-08,585.03
2014-08-07,585.1
2014-08-06,583.53
2014-08-05,583.48
2014-08-04,583.25
2014-08-01,582.83
2014-07-31,581.81
2014-07-30,582.02
2014-07-29,585.02
2014-07-28,583.79
2014-07-25,584.47
2014-07-24,582.98
2014-07-23,584.37
2014-07-22,584.37
2014-07-21,583.82
2014-07-18,583.26
2014-07-17,583.56
2014-07-16,581.6
2014-07-15,581.17
2014-07-14,581.28
2014-07-11,582.08
2014-07-10,581.48
2014-07-09,581.33
2014-07-08,580.68
2014-07-07,578.89
2014-07-04,577.62
2014-07-03,577.57
2014-07-02,578.23
2014-07-01,580.5
2014-06-30,582.23
2014-06-27,581.51
2014-06-26,581.96
2014-06-25,580.8
2014-06-24,579.92
2014-06-23,578.6
2014-06-20,578.15
2014-06-19,578.02
2014-06-18,578.32
2014-06-17,577.15
2014-06-16,578.9
2014-06-13,578.52
2014-06-12,579.05
2014-06-11,577.22
2014-06-10,577.23
2014-06-09,577.67
2014-06-06,578.05
2014-06-05,578.32
2014-06-04,577.65
2014-06-03,577.96
2014-06-02,579.75
2014-05-31,582.22
2014-05-30,582.22
2014-05-29,582.7
2014-05-28,583.12
2014-05-27,580.56
2014-05-26,579.9
2014-05-23,579.74
2014-05-22,578.75
2014-05-21,579.39
2014-05-20,580.44
2014-05-19,579.78
2014-05-16,580.28
2014-05-15,580.73
2014-05-14,579.86
2014-05-13,577.3
2014-05-12,575.87
2014-05-09,576.99
2014-05-08,577.86
2014-05-07,577.54
2014-05-06,577.5
2014-05-05,576.78
2014-05-02,577.57
2014-05-01,576.96
2014-04-30,575.33
2014-04-29,573.82
2014-04-28,574.59
2014-04-25,575.1
2014-04-24,574.43
2014-04-23,574.4
2014-04-22,573.15
2014-04-21,573.0
2014-04-17,573.11
2014-04-16,575.24
2014-04-15,575.37
2014-04-14,575.03
2014-04-11,575.51
2014-04-10,574.97
2014-04-09,572.81
2014-04-08,572.89
2014-04-07,572.37
2014-04-04,571.04
2014-04-03,568.89
2014-04-02,568.12
2014-04-01,569.39
2014-03-31,570.21
2014-03-28,570.36
2014-03-27,571.38
2014-03-26,570.35
2014-03-25,569.09
2014-03-24,568.83
2014-03-21,567.99
2014-03-20,566.71
2014-03-19,566.65
2014-03-18,569.12
2014-03-17,568.63
2014-03-14,570.0
2014-03-13,570.1
2014-03-12,568.14
2014-03-11,567.04
2014-03-10,566.48
2014-03-07,566.27
2014-03-06,567.9
2014-03-05,569.29
2014-03-04,569.6
2014-03-03,571.97
2014-02-28,570.59
2014-02-27,570.65
2014-02-26,569.52
2014-02-25,568.68
2014-02-24,566.93
2014-02-21,567.17
2014-02-20,566.29
2014-02-19,566.98
2014-02-18,567.66
2014-02-17,566.65
2014-02-14,566.5
2014-02-13,566.65
2014-02-12,565.12
2014-02-11,566.25
2014-02-10,567.08
2014-02-07,566.83
2014-02-06,565.76
2014-02-05,566.35
2014-02-04,567.67
2014-02-03,568.9
2014-01-31,566.57
2014-01-30,565.97
2014-01-29,566.5
2014-01-28,564.91
2014-01-27,564.3
2014-01-24,565.18
2014-01-23,565.18
2014-01-22,562.72
2014-01-21,563.98
2014-01-20,563.78
2014-01-17,563.62
2014-01-16,563.12
2014-01-15,562.05
2014-01-14,562.48
2014-01-13,563.86
2014-01-10,562.73
2014-01-09,559.62
2014-01-08,558.65
2014-01-07,560.39
2014-01-06,559.65
2014-01-03,558.24
2014-01-02,558.41
2013-12-31,557.48
2013-12-30,558.08
2013-12-27,556.58
2013-12-26,556.83
2013-12-24,557.11
2013-12-23,558.7
2013-12-20,559.55
2013-12-19,558.0
2013-12-18,558.43
2013-12-17,559.14
2013-12-16,557.92
2013-12-13,557.87
2013-12-12,557.25
2013-12-11,558.04
2013-12-10,559.22
2013-12-09,557.15
2013-12-06,556.29
2013-12-05,556.48
2013-12-04,556.92
2013-12-03,558.83
2013-12-02,558.0
2013-11-30,559.67
2013-11-29,559.62
2013-11-28,559.62
2013-11-27,559.56
2013-11-26,560.44
2013-11-25,558.98
2013-11-22,558.44
2013-11-21,557.31
2013-11-20,556.74
2013-11-19,558.64
2013-11-18,559.66
2013-11-15,557.96
2013-11-14,557.96
2013-11-13,556.39
2013-11-12,555.09
2013-11-11,555.63
2013-11-08,555.47
2013-11-07,559.1
2013-11-06,557.98
2013-11-05,557.51
2013-11-04,559.22
2013-11-01,558.81
2013-10-31,560.72
2013-10-30,560.82
2013-10-29,561.16
2013-10-28,561.22
2013-10-25,561.35
2013-10-24,560.74
2013-10-23,561.71
2013-10-22,561.12
2013-10-21,558.66
2013-10-18,559.12
2013-10-17,558.69
2013-10-16,556.06
2013-10-15,554.19
2013-10-14,555.0
2013-10-11,554.84
2013-10-10,554.27
2013-10-09,554.61
2013-10-08,555.1
2013-10-07,555.14
2013-10-04,554.41
2013-10-03,555.34
2013-10-02,554.75
2013-10-01,553.91
2013-09-30,554.69
2013-09-27,555.2
2013-09-26,554.64
2013-09-25,555.68
2013-09-24,554.95
2013-09-23,552.94
2013-09-20,552.31
2013-09-19,551.46
2013-09-18,551.98
2013-09-17,548.2
2013-09-16,547.4
2013-09-13,546.65
2013-09-12,546.66
2013-09-11,546.12
2013-09-10,544.99
2013-09-09,546.59
2013-09-06,545.21
2013-09-05,544.08
2013-09-04,546.86
2013-09-03,547.99
2013-09-02,550.77
2013-08-29,550.13
2013-08-28,548.81
2013-08-27,550.46
2013-08-26,548.07
2013-08-23,547.23
2013-08-22,544.73
2013-08-21,545.77
2013-08-20,547.05
2013-08-19,545.28
2013-08-16,546.72
2013-08-15,548.63
2013-08-14,550.48
2013-08-13,550.36
2013-08-12,553.38
2013-08-09,554.21
2013-08-08,554.15
2013-08-07,553.56
2013-08-06,552.59
2013-08-05,552.55
2013-08-02,553.58
2013-08-01,550.18
2013-07-31,553.55
2013-07-30,553.26
2013-07-29,553.61
2013-07-26,554.7
2013-07-25,552.98
2013-07-24,553.5
2013-07-23,555.63
2013-07-22,556.28
2013-07-19,555.68
2013-07-18,553.83
2013-07-17,554.86
2013-07-16,553.6
2013-07-15,552.63
2013-07-12,551.16
2013-07-11,551.86
2013-07-10,548.7
2013-07-09,549.46
2013-07-08,548.42
2013-07-05,546.11
2013-07-04,551.93
2013-07-03,551.88
2013-07-02,552.61
2013-07-01,551.18
2013-06-30,550.84
2013-06-28,550.73
2013-06-27,549.39
2013-06-26,547.41
2013-06-25,545.53
2013-06-24,546.35
2013-06-21,548.14
2013-06-20,550.44
2013-06-19,555.56
2013-06-18,559.18
2013-06-17,559.42
2013-06-14,560.76
2013-06-13,558.47
2013-06-12,557.18
2013-06-11,558.39
2013-06-10,558.74
2013-06-07,560.27
2013-06-06,562.93
2013-06-05,562.17
2013-06-04,562.33
2013-06-03,563.32
2013-05-31,562.74
2013-05-30,564.2
2013-05-29,564.68
2013-05-28,565.11
2013-05-27,568.65
2013-05-24,568.48
2013-05-23,567.98
2013-05-22,567.95
2013-05-21,570.08
2013-05-20,569.34
2013-05-17,569.41
2013-05-16,572.0
2013-05-15,569.64
2013-05-14,569.35
2013-05-13,570.1
2013-05-10,570.69
2013-05-09,573.61
2013-05-08,574.03
2013-05-07,573.47
2013-05-06,573.56
2013-05-03,574.13
2013-05-02,577.37
2013-05-01,577.09
2013-04-30,575.82
2013-04-29,575.88
2013-04-26,576.09
2013-04-25,574.45
2013-04-24,574.67
2013-04-23,574.55
2013-04-22,574.51
2013-04-19,574.1
2013-04-18,574.48
2013-04-17,573.92
2013-04-16,573.61
2013-04-15,574.26
2013-04-12,573.43
2013-04-11,571.26
2013-04-10,570.84
2013-04-09,572.65
2013-04-08,573.0
2013-04-05,573.89
2013-04-04,571.25
2013-04-03,569.45
2013-04-02,567.96
2013-04-01,568.59
2013-03-31,567.87
2013-03-28,567.76
2013-03-27,568.29
2013-03-26,567.08
2013-03-25,567.11
2013-03-22,567.09
2013-03-21,566.77
2013-03-20,566.54
2013-03-19,567.92
2013-03-18,566.44
2013-03-15,565.38
2013-03-14,564.27
2013-03-13,564.8
2013-03-12,564.72
2013-03-11,563.56
2013-03-08,563.37
2013-03-07,564.78
2013-03-06,566.25
2013-03-05,567.39
2013-03-04,567.66
2013-03-01,568.38
2013-02-28,567.55
2013-02-27,567.06
2013-02-26,567.68
2013-02-25,567.61
2013-02-22,565.34
2013-02-21,564.92
2013-02-20,563.56
2013-02-19,563.49
2013-02-18,564.36
2013-02-15,564.2
2013-02-14,564.54
2013-02-13,563.05
2013-02-12,563.98
2013-02-11,565.03
2013-02-08,564.52
2013-02-07,564.68
2013-02-06,564.09
2013-02-05,562.72
2013-02-04,563.82
2013-02-01,562.78
2013-01-31,563.52
2013-01-30,563.15
2013-01-29,563.67
2013-01-28,564.09
2013-01-25,564.48
2013-01-24,567.07
2013-01-23,567.37
2013-01-22,567.4
2013-01-21,567.21
2013-01-18,567.04
2013-01-17,566.06
2013-01-16,567.45
2013-01-15,567.62
2013-01-14,567.19
2013-01-11,567.04
2013-01-10,566.27
2013-01-09,567.29
2013-01-08,566.76
2013-01-07,565.8
2013-01-04,565.12
2013-01-03,565.07
2013-01-02,566.4
2012-12-31,568.36
2012-12-28,569.53
2012-12-27,569.25
2012-12-26,567.69
2012-12-24,567.37
2012-12-21,567.96
2012-12-20,566.38
2012-12-19,566.21
2012-12-18,564.74
2012-12-17,566.49
2012-12-14,568.03
2012-12-13,567.1
2012-12-12,567.67
2012-12-11,569.05
2012-12-10,570.05
2012-12-07,569.57
2012-12-06,571.07
2012-12-05,570.75
2012-12-04,570.39
2012-12-03,569.54
2012-11-30,569.81
2012-11-29,569.48
2012-11-28,569.79
2012-11-27,569.17
2012-11-26,568.53
2012-11-23,567.43
2012-11-22,567.47
2012-11-21,567.42
2012-11-20,568.13
2012-11-19,569.58
2012-11-16,570.3
2012-11-15,570.35
2012-11-14,570.89
2012-11-13,571.21
2012-11-12,571.25
2012-11-09,571.08
2012-11-08,571.1
2012-11-07,569.87
2012-11-06,567.64
2012-11-05,569.69
2012-11-02,568.33
2012-11-01,568.68
2012-10-31,569.71
2012-10-29,568.79
2012-10-26,567.5
2012-10-25,565.66
2012-10-24,567.1
2012-10-23,567.52
2012-10-22,567.03
2012-10-19,567.51
2012-10-18,566.08
2012-10-17,566.2
2012-10-16,567.47
2012-10-15,568.3
2012-10-12,567.99
2012-10-11,566.98
2012-10-10,565.95
2012-10-09,564.96
2012-10-08,564.25
2012-10-05,564.09
2012-10-04,565.65
2012-10-03,566.25
2012-10-02,566.3
2012-10-01,565.33
2012-09-30,564.56
2012-09-28,564.44
2012-09-27,564.2
2012-09-26,565.18
2012-09-25,563.34
2012-09-24,562.46
2012-09-21,561.27
2012-09-20,560.91
2012-09-19,560.78
2012-09-18,559.87
2012-09-17,559.09
2012-09-14,557.77
2012-09-13,559.35
2012-09-12,559.47
2012-09-11,561.28
2012-09-10,561.31
2012-09-07,561.6
2012-09-06,561.33
2012-09-05,563.75
2012-09-04,564.34
2012-09-03,564.8
2012-08-31,564.63
2012-08-30,562.69
2012-08-29,561.61
2012-08-28,562.22
2012-08-27,561.64
2012-08-24,560.41
2012-08-23,560.91
2012-08-22,559.49
2012-08-21,556.86
2012-08-20,556.32
2012-08-17,555.93
2012-08-16,555.07
2012-08-15,555.96
2012-08-14,558.55
2012-08-13,560.87
2012-08-10,561.02
2012-08-09,559.79
2012-08-08,560.1
2012-08-07,560.44
2012-08-06,562.68
2012-08-03,561.64
2012-08-02,564.58
2012-08-01,563.05
2012-07-31,564.24
2012-07-30,563.74
2012-07-27,561.48
2012-07-26,564.15
2012-07-25,564.68
2012-07-24,564.61
2012-07-23,563.36
2012-07-20,563.0
2012-07-19,561.51
2012-07-18,561.61
2012-07-17,559.79
2012-07-16,560.11
2012-07-13,558.08
2012-07-12,557.68
2012-07-11,556.76
2012-07-10,556.19
2012-07-09,555.32
2012-07-06,554.23
2012-07-05,552.51
2012-07-04,551.59
2012-07-03,551.53
2012-07-02,552.66
2012-06-30,549.67
2012-06-29,549.61
2012-06-28,551.22
2012-06-27,549.99
2012-06-26,549.57
2012-06-25,550.25
2012-06-22,548.17
2012-06-21,549.59
2012-06-20,548.08
2012-06-19,548.13
2012-06-18,548.43
2012-06-15,548.13
2012-06-14,547.15
2012-06-13,547.1
2012-06-12,545.22
2012-06-11,547.24
2012-06-08,545.94
2012-06-07,545.71
2012-06-06,545.19
2012-06-05,547.1
2012-06-04,547.94
2012-06-01,549.64
2012-05-31,547.48
2012-05-30,546.4
2012-05-29,544.0
2012-05-28,543.75
2012-05-25,543.58
2012-05-24,543.09
2012-05-23,544.13
2012-05-22,542.32
2012-05-21,543.68
2012-05-18,544.37
2012-05-17,545.54
2012-05-16,545.1
2012-05-15,545.49
2012-05-14,545.57
2012-05-11,545.05
2012-05-10,544.12
2012-05-09,544.36
2012-05-08,545.2
2012-05-07,544.27
2012-05-04,544.41
2012-05-03,543.29
2012-05-02,542.8
2012-05-01,541.36
2012-04-30,542.25
2012-04-27,541.76
2012-04-26,540.98
2012-04-25,540.28
2012-04-24,540.62
2012-04-23,541.32
2012-04-20,540.41
2012-04-19,541.09
2012-04-18,540.34
2012-04-17,539.72
2012-04-16,540.37
2012-04-13,539.57
2012-04-12,537.97
2012-04-11,538.25
2012-04-10,539.45
2012-04-09,538.47
2012-04-05,535.7
2012-04-04,534.66
2012-04-03,533.97
2012-04-02,536.13
2012-03-31,535.64
2012-03-30,535.64
2012-03-29,537.26
2012-03-28,536.44
2012-03-27,536.89
2012-03-26,535.65
2012-03-23,535.73
2012-03-22,534.64
2012-03-21,534.4
2012-03-20,532.02
2012-03-19,531.67
2012-03-16,533.54
2012-03-15,533.46
2012-03-14,532.94
2012-03-13,536.95
2012-03-12,538.85
2012-03-09,538.47
2012-03-08,538.94
2012-03-07,539.81
2012-03-06,540.47
2012-03-05,539.93
2012-03-02,540.51
2012-03-01,538.67
2012-02-29,539.33
2012-02-28,539.62
2012-02-27,539.13
2012-02-24,537.33
2012-02-23,536.6
2012-02-22,536.04
2012-02-21,534.4
2012-02-20,535.11
2012-02-17,534.94
2012-02-16,534.49
2012-02-15,536.6
2012-02-14,537.3
2012-02-13,535.28
2012-02-10,536.14
2012-02-09,534.51
2012-02-08,535.79
2012-02-07,535.31
2012-02-06,536.52
2012-02-03,534.7
2012-02-02,537.13
2012-02-01,536.1
2012-01-31,537.16
2012-01-30,535.91
2012-01-27,534.31
2012-01-26,533.16
2012-01-25,530.46
2012-01-24,529.01
2012-01-23,528.62
2012-01-20,528.85
2012-01-19,530.17
2012-01-18,531.24
2012-01-17,532.38
2012-01-16,531.75
2012-01-13,531.57
2012-01-12,529.73
2012-01-11,530.03
2012-01-10,528.42
2012-01-09,528.08
2012-01-06,527.7
2012-01-05,526.32
2012-01-04,526.56
2012-01-03,527.27
2011-12-31,529.0
2011-12-30,528.99
2011-12-29,527.83
2011-12-28,527.39
2011-12-27,523.7
2011-12-23,522.74
2011-12-22,525.16
2011-12-21,524.32
2011-12-20,525.6
2011-12-19,528.12
2011-12-16,527.18
2011-12-15,525.19
2011-12-14,526.16
2011-12-13,525.06
2011-12-12,523.96
2011-12-09,523.2
2011-12-08,525.42
2011-12-07,524.74
2011-12-06,522.66
2011-12-05,523.61
2011-12-02,522.56
2011-12-01,518.63
2011-11-30,518.99
2011-11-29,520.02
2011-11-28,521.28
2011-11-25,520.86
2011-11-24,523.41
2011-11-23,523.35
2011-11-22,521.93
2011-11-21,523.54
2011-11-18,524.21
2011-11-17,525.62
2011-11-16,526.08
2011-11-15,525.49
2011-11-14,526.43
2011-11-11,527.02
2011-11-10,526.96
2011-11-09,529.2
2011-11-08,528.72
2011-11-07,531.35
2011-11-04,530.32
2011-11-03,529.81
2011-11-02,531.22
2011-11-01,530.76
2011-10-31,528.65
2011-10-28,526.28
2011-10-27,523.29
2011-10-26,524.97
2011-10-25,526.86
2011-10-24,523.08
2011-10-21,522.72
2011-10-20,522.22
2011-10-19,522.28
2011-10-18,520.92
2011-10-17,520.61
2011-10-14,518.46
2011-10-13,519.04
2011-10-12,517.29
2011-10-11,517.39
2011-10-10,517.92
2011-10-07,517.74
2011-10-06,518.58
2011-10-05,519.3
2011-10-04,521.92
2011-10-03,524.38
2011-09-30,522.13
2011-09-29,521.58
2011-09-28,520.19
2011-09-27,520.12
2011-09-26,521.2
2011-09-23,523.07
2011-09-22,526.15
2011-09-21,525.1
2011-09-20,523.83
2011-09-19,524.18
2011-09-16,521.78
2011-09-15,521.11
2011-09-14,522.19
2011-09-13,521.83
2011-09-12,523.16
2011-09-09,525.55
2011-09-08,524.85
2011-09-07,523.74
2011-09-06,524.92
2011-09-05,525.78
2011-09-02,525.6
2011-09-01,523.27
2011-08-31,520.96
2011-08-30,520.9
2011-08-29,517.86
2011-08-26,519.41
2011-08-25,518.34
2011-08-24,516.51
2011-08-23,519.69
2011-08-22,522.5
2011-08-19,522.8
2011-08-18,523.42
2011-08-17,522.65
2011-08-16,521.19
2011-08-15,519.03
2011-08-12,520.23
2011-08-11,517.06
2011-08-10,524.03
2011-08-09,524.28
2011-08-08,521.9
2011-08-05,521.9
2011-08-04,525.37
2011-08-03,523.46
2011-08-02,523.4
2011-08-01,520.61
2011-07-31,519.14
2011-07-29,519.08
2011-07-28,515.61
2011-07-27,514.57
2011-07-26,515.02
2011-07-25,513.54
2011-07-22,514.53
2011-07-21,512.84
2011-07-20,514.32
2011-07-19,514.91
2011-07-18,513.92
2011-07-15,514.74
2011-07-14,514.55
2011-07-13,516.14
2011-07-12,515.58
2011-07-11,515.62
2011-07-08,514.06
2011-07-07,510.69
2011-07-06,511.75
2011-07-05,510.92
2011-07-04,509.28
2011-07-01,509.1
2011-06-30,509.37
2011-06-29,509.28
2011-06-28,509.86
2011-06-27,512.27
2011-06-24,514.39
