DATE,BAMLHYH0A3CMTRIV
2005-10-06,156.08
2005-10-07,155.69
2005-10-10,155.81
2005-10-11,154.78
2005-10-12,153.77
2005-10-13,153.34
2005-10-14,153.65
2005-10-17,154.29
2005-10-18,154.57
2005-10-19,154.06
2005-10-20,154.14
2005-10-21,154.37
2005-10-24,154.62
2005-10-25,154.93
2005-10-26,154.09
2005-10-27,153.75
2005-10-28,153.46
2005-10-31,153.77
2005-11-01,153.94
2005-11-02,154.01
2005-11-03,154.21
2005-11-04,153.87
2005-11-07,154.07
2005-11-08,154.19
2005-11-09,153.93
2005-11-10,154.09
2005-11-11,154.13
2005-11-14,153.66
2005-11-15,153.63
2005-11-16,153.54
2005-11-17,153.21
2005-11-18,153.93
2005-11-21,154.25
2005-11-22,154.25
2005-11-23,154.36
2005-11-24,154.4
2005-11-25,154.43
2005-11-28,154.95
2005-11-29,154.35
2005-11-30,154.37
2005-12-01,154.46
2005-12-02,154.43
2005-12-05,154.54
2005-12-06,154.63
2005-12-07,154.53
2005-12-08,154.43
2005-12-09,154.54
2005-12-12,154.62
2005-12-13,154.76
2005-12-14,154.64
2005-12-15,154.77
2005-12-16,154.75
2005-12-19,154.8
2005-12-20,155.0
2005-12-21,155.01
2005-12-22,155.25
2005-12-23,155.28
2005-12-27,155.53
2005-12-28,155.73
2005-12-29,155.87
2005-12-30,155.93
2005-12-31,155.96
2006-01-03,156.2
2006-01-04,156.59
2006-01-05,157.18
2006-01-06,157.6
2006-01-09,157.95
2006-01-10,157.79
2006-01-11,157.67
2006-01-12,157.3
2006-01-13,157.25
2006-01-16,157.38
2006-01-17,157.25
2006-01-18,157.2
2006-01-19,157.53
2006-01-20,157.55
2006-01-23,157.7
2006-01-24,157.94
2006-01-25,157.9
2006-01-26,158.0
2006-01-27,158.05
2006-01-30,158.38
2006-01-31,158.45
2006-02-01,158.58
2006-02-02,158.72
2006-02-03,158.52
2006-02-06,158.57
2006-02-07,158.74
2006-02-08,158.75
2006-02-09,158.98
2006-02-10,159.14
2006-02-13,159.29
2006-02-14,159.26
2006-02-15,159.4
2006-02-16,159.75
2006-02-17,159.95
2006-02-20,160.08
2006-02-21,160.4
2006-02-22,160.66
2006-02-23,160.79
2006-02-24,160.94
2006-02-27,161.04
2006-02-28,161.23
2006-03-01,161.17
2006-03-02,160.89
2006-03-03,160.97
2006-03-06,160.89
2006-03-07,160.33
2006-03-08,160.07
2006-03-09,159.97
2006-03-10,160.05
2006-03-13,160.22
2006-03-14,160.43
2006-03-15,160.81
2006-03-16,161.17
2006-03-17,161.51
2006-03-20,161.8
2006-03-21,162.34
2006-03-22,162.6
2006-03-23,162.67
2006-03-24,162.93
2006-03-27,163.1
2006-03-28,163.32
2006-03-29,163.16
2006-03-30,162.98
2006-03-31,163.12
2006-04-03,163.46
2006-04-04,163.47
2006-04-05,163.75
2006-04-06,163.76
2006-04-07,163.9
2006-04-10,163.98
2006-04-11,164.28
2006-04-12,164.43
2006-04-13,164.36
2006-04-17,164.51
2006-04-18,164.63
2006-04-19,164.93
2006-04-20,165.28
2006-04-21,165.51
2006-04-24,165.85
2006-04-25,166.28
2006-04-26,166.57
2006-04-27,166.82
2006-04-28,167.31
2006-04-30,167.4
2006-05-01,167.55
2006-05-02,167.83
2006-05-03,168.01
2006-05-04,168.19
2006-05-05,168.43
2006-05-08,168.85
2006-05-09,169.02
2006-05-10,169.45
2006-05-11,169.62
2006-05-12,169.46
2006-05-15,169.21
2006-05-16,168.88
2006-05-17,168.16
2006-05-18,168.31
2006-05-19,168.52
2006-05-22,168.01
2006-05-23,168.1
2006-05-24,167.78
2006-05-25,168.09
2006-05-26,168.2
2006-05-29,168.33
2006-05-30,168.08
2006-05-31,168.24
2006-06-01,168.31
2006-06-02,168.68
2006-06-05,168.74
2006-06-06,168.24
2006-06-07,168.34
2006-06-08,168.0
2006-06-09,168.15
2006-06-12,168.11
2006-06-13,167.49
2006-06-14,166.53
2006-06-15,166.39
2006-06-16,166.58
2006-06-19,166.75
2006-06-20,166.24
2006-06-21,165.82
2006-06-22,165.78
2006-06-23,165.69
2006-06-26,165.63
2006-06-27,165.77
2006-06-28,165.73
2006-06-29,166.42
2006-06-30,167.28
2006-07-03,167.48
2006-07-04,167.53
2006-07-05,167.5
2006-07-06,167.61
2006-07-07,168.05
2006-07-10,168.45
2006-07-11,168.39
2006-07-12,168.47
2006-07-13,168.03
2006-07-14,167.88
2006-07-17,167.83
2006-07-18,167.84
2006-07-19,168.09
2006-07-20,168.3
2006-07-21,168.3
2006-07-24,168.33
2006-07-25,168.63
2006-07-26,169.17
2006-07-27,169.22
2006-07-28,169.26
2006-07-31,169.43
2006-08-01,169.27
2006-08-02,169.5
2006-08-03,169.66
2006-08-04,170.02
2006-08-07,170.02
2006-08-08,170.3
2006-08-09,170.09
2006-08-10,169.77
2006-08-11,169.66
2006-08-14,169.97
2006-08-15,170.09
2006-08-16,170.27
2006-08-17,170.61
2006-08-18,170.61
2006-08-21,170.73
2006-08-22,170.64
2006-08-23,170.69
2006-08-24,170.45
2006-08-25,170.53
2006-08-28,170.66
2006-08-29,170.83
2006-08-30,171.05
2006-08-31,171.29
2006-09-01,171.43
2006-09-04,171.57
2006-09-05,171.84
2006-09-06,171.91
2006-09-07,171.91
2006-09-08,172.15
2006-09-11,172.4
2006-09-12,172.56
2006-09-13,173.07
2006-09-14,173.12
2006-09-15,173.36
2006-09-18,173.39
2006-09-19,173.27
2006-09-20,173.37
2006-09-21,173.38
2006-09-22,173.17
2006-09-25,173.12
2006-09-26,173.05
2006-09-27,173.48
2006-09-28,173.55
2006-09-29,173.76
2006-09-30,173.81
2006-10-02,173.92
2006-10-03,174.09
2006-10-04,174.64
2006-10-05,174.81
2006-10-06,175.01
2006-10-09,175.15
2006-10-10,175.28
2006-10-11,175.59
2006-10-12,176.0
2006-10-13,176.24
2006-10-16,176.37
2006-10-17,176.25
2006-10-18,176.59
2006-10-19,176.66
2006-10-20,176.66
2006-10-23,176.96
2006-10-24,176.84
2006-10-25,176.94
2006-10-26,177.37
2006-10-27,177.79
2006-10-30,178.0
2006-10-31,177.99
2006-11-01,178.07
2006-11-02,178.27
2006-11-03,178.55
2006-11-06,178.71
2006-11-07,179.21
2006-11-08,179.11
2006-11-09,179.6
2006-11-10,179.66
2006-11-13,179.88
2006-11-14,180.09
2006-11-15,180.31
2006-11-16,180.59
2006-11-17,180.61
2006-11-20,180.62
2006-11-21,180.27
2006-11-22,180.27
2006-11-23,180.32
2006-11-24,180.37
2006-11-27,180.43
2006-11-28,180.01
2006-11-29,180.73
2006-11-30,181.17
2006-12-01,181.48
2006-12-04,181.76
2006-12-05,182.35
2006-12-06,183.04
2006-12-07,183.65
2006-12-08,183.57
2006-12-11,183.77
2006-12-12,183.59
2006-12-13,183.55
2006-12-14,183.49
2006-12-15,183.7
2006-12-18,183.86
2006-12-19,184.0
2006-12-20,184.27
2006-12-21,184.41
2006-12-22,184.44
2006-12-26,184.64
2006-12-27,184.77
2006-12-28,184.88
2006-12-29,184.92
2006-12-31,185.02
2007-01-02,185.22
2007-01-03,185.58
2007-01-04,185.78
2007-01-05,185.89
2007-01-08,186.19
2007-01-09,186.66
2007-01-10,186.92
2007-01-11,187.21
2007-01-12,187.37
2007-01-15,187.51
2007-01-16,187.85
2007-01-17,188.59
2007-01-18,188.78
2007-01-19,188.8
2007-01-22,189.37
2007-01-23,189.68
2007-01-24,189.97
2007-01-25,190.24
2007-01-26,189.87
2007-01-29,190.07
2007-01-30,189.63
2007-01-31,189.76
2007-02-01,190.26
2007-02-02,190.41
2007-02-05,190.79
2007-02-06,191.19
2007-02-07,191.72
2007-02-08,191.72
2007-02-09,192.18
2007-02-12,192.13
2007-02-13,192.3
2007-02-14,192.66
2007-02-15,193.1
2007-02-16,193.45
2007-02-19,193.6
2007-02-20,193.75
2007-02-21,194.05
2007-02-22,194.41
2007-02-23,194.25
2007-02-26,194.37
2007-02-27,193.14
2007-02-28,193.03
2007-03-01,192.39
2007-03-02,191.62
2007-03-05,191.02
2007-03-06,191.72
2007-03-07,192.56
2007-03-08,193.3
2007-03-09,193.37
2007-03-12,193.48
2007-03-13,192.46
2007-03-14,192.11
2007-03-15,192.58
2007-03-16,192.56
2007-03-19,192.75
2007-03-20,192.66
2007-03-21,193.05
2007-03-22,193.35
2007-03-23,193.36
2007-03-26,193.43
2007-03-27,193.24
2007-03-28,193.08
2007-03-29,193.24
2007-03-30,193.29
2007-03-31,193.34
2007-04-02,193.36
2007-04-03,193.4
2007-04-04,193.26
2007-04-05,193.47
2007-04-09,193.74
2007-04-10,193.95
2007-04-11,194.17
2007-04-12,194.2
2007-04-13,194.6
2007-04-16,195.13
2007-04-17,195.41
2007-04-18,195.68
2007-04-19,195.9
2007-04-20,196.33
2007-04-23,196.57
2007-04-24,196.65
2007-04-25,196.76
2007-04-26,197.05
2007-04-27,196.95
2007-04-30,197.13
2007-05-01,196.88
2007-05-02,197.12
2007-05-03,197.46
2007-05-04,197.61
2007-05-07,197.79
2007-05-08,197.89
2007-05-09,198.14
2007-05-10,198.27
2007-05-11,198.26
2007-05-14,198.63
2007-05-15,198.68
2007-05-16,198.58
2007-05-17,198.68
2007-05-18,198.78
2007-05-21,198.98
2007-05-22,199.28
2007-05-23,199.51
2007-05-24,199.46
2007-05-25,199.47
2007-05-29,199.74
2007-05-30,199.64
2007-05-31,199.89
2007-06-01,199.89
2007-06-04,199.99
2007-06-05,200.02
2007-06-06,199.56
2007-06-07,198.57
2007-06-08,198.42
2007-06-11,198.74
2007-06-12,198.02
2007-06-13,198.03
2007-06-14,198.35
2007-06-15,198.69
2007-06-18,199.05
2007-06-19,198.6
2007-06-20,198.24
2007-06-21,197.55
2007-06-22,197.39
2007-06-25,196.85
2007-06-26,196.87
2007-06-27,196.09
2007-06-28,196.15
2007-06-29,196.27
2007-06-30,196.32
2007-07-02,195.99
2007-07-03,195.78
2007-07-04,195.83
2007-07-05,195.78
2007-07-06,195.68
2007-07-09,195.75
2007-07-10,194.69
2007-07-11,193.63
2007-07-12,194.26
2007-07-13,194.82
2007-07-16,195.34
2007-07-17,195.3
2007-07-18,194.17
2007-07-19,194.13
2007-07-20,193.07
2007-07-23,191.94
2007-07-24,190.11
2007-07-25,189.51
2007-07-26,186.05
2007-07-27,184.07
2007-07-30,184.48
2007-07-31,186.14
2007-08-01,184.79
2007-08-02,185.95
2007-08-03,185.57
2007-08-06,184.7
2007-08-07,185.51
2007-08-08,187.63
2007-08-09,187.13
2007-08-10,186.08
2007-08-13,187.13
2007-08-14,186.74
2007-08-15,185.96
2007-08-16,184.03
2007-08-17,184.63
2007-08-20,185.16
2007-08-21,185.32
2007-08-22,186.17
2007-08-23,186.75
2007-08-24,186.87
2007-08-27,187.11
2007-08-28,186.76
2007-08-29,186.61
2007-08-30,186.63
2007-08-31,187.0
2007-09-03,187.1
2007-09-04,187.57
2007-09-05,187.59
2007-09-06,187.92
2007-09-07,187.25
2007-09-10,187.17
2007-09-11,187.21
2007-09-12,187.18
2007-09-13,187.47
2007-09-14,187.68
2007-09-17,188.23
2007-09-18,189.32
2007-09-19,191.25
2007-09-20,190.83
2007-09-21,191.61
2007-09-24,192.34
2007-09-25,191.89
2007-09-26,192.15
2007-09-27,192.23
2007-09-28,192.13
2007-09-30,192.23
2007-10-01,192.01
2007-10-02,192.33
2007-10-03,192.68
2007-10-04,193.26
2007-10-05,193.72
2007-10-08,193.87
2007-10-09,194.48
2007-10-10,195.08
2007-10-11,195.64
2007-10-12,195.78
2007-10-15,196.24
2007-10-16,195.65
2007-10-17,194.94
2007-10-18,193.99
2007-10-19,193.12
2007-10-22,192.83
2007-10-23,193.54
2007-10-24,193.27
2007-10-25,193.27
2007-10-26,193.24
2007-10-29,193.34
2007-10-30,193.2
2007-10-31,193.24
2007-11-01,192.36
2007-11-02,191.97
2007-11-05,191.52
2007-11-06,191.6
2007-11-07,190.88
2007-11-08,189.6
2007-11-09,188.7
2007-11-12,188.85
2007-11-13,187.99
2007-11-14,188.61
2007-11-15,187.76
2007-11-16,186.65
2007-11-19,185.16
2007-11-20,184.29
2007-11-21,183.21
2007-11-22,183.26
2007-11-23,183.28
2007-11-26,183.9
2007-11-27,183.19
2007-11-28,184.33
2007-11-29,185.09
2007-11-30,186.11
2007-12-03,186.07
2007-12-04,185.53
2007-12-05,185.63
2007-12-06,185.74
2007-12-07,186.1
2007-12-10,186.88
2007-12-11,187.5
2007-12-12,186.94
2007-12-13,186.21
2007-12-14,185.98
2007-12-17,185.74
2007-12-18,185.59
2007-12-19,185.54
2007-12-20,185.33
2007-12-21,185.23
2007-12-24,185.3
2007-12-26,185.47
2007-12-27,185.57
2007-12-28,185.6
2007-12-31,185.7
2008-01-02,185.39
2008-01-03,184.59
2008-01-04,183.1
2008-01-07,182.18
2008-01-08,180.87
2008-01-09,178.1
2008-01-10,178.79
2008-01-11,178.99
2008-01-14,179.14
2008-01-15,178.6
2008-01-16,177.69
2008-01-17,176.66
2008-01-18,176.02
2008-01-21,176.17
2008-01-22,174.19
2008-01-23,173.53
2008-01-24,175.39
2008-01-25,177.07
2008-01-28,176.8
2008-01-29,177.99
2008-01-30,177.98
2008-01-31,177.55
2008-02-01,178.15
2008-02-04,178.45
2008-02-05,177.69
2008-02-06,177.14
2008-02-07,176.1
2008-02-08,175.13
2008-02-11,173.82
2008-02-12,173.45
2008-02-13,173.81
2008-02-14,173.98
2008-02-15,173.76
2008-02-18,173.92
2008-02-19,173.9
2008-02-20,173.17
2008-02-21,173.48
2008-02-22,173.38
2008-02-25,174.04
2008-02-26,175.16
2008-02-27,175.75
2008-02-28,175.52
2008-02-29,174.63
2008-03-03,174.55
2008-03-04,174.31
2008-03-05,174.27
2008-03-06,173.85
2008-03-07,173.2
2008-03-10,173.01
2008-03-11,172.96
2008-03-12,172.62
2008-03-13,171.48
2008-03-14,171.52
2008-03-17,170.52
2008-03-18,171.38
2008-03-19,172.04
2008-03-20,171.63
2008-03-24,173.13
2008-03-25,174.01
2008-03-26,174.21
2008-03-27,174.48
2008-03-28,174.54
2008-03-31,174.06
2008-04-01,174.64
2008-04-02,175.57
2008-04-03,176.03
2008-04-04,176.78
2008-04-07,178.41
2008-04-08,177.99
2008-04-09,177.76
2008-04-10,177.39
2008-04-11,177.38
2008-04-14,177.21
2008-04-15,177.65
2008-04-16,178.32
2008-04-17,178.54
2008-04-18,180.35
2008-04-21,180.65
2008-04-22,180.95
2008-04-23,181.21
2008-04-24,181.72
2008-04-25,182.49
2008-04-28,183.1
2008-04-29,183.66
2008-04-30,184.29
2008-05-01,185.31
2008-05-02,186.55
2008-05-05,186.71
2008-05-06,186.27
2008-05-07,186.14
2008-05-08,185.79
2008-05-09,185.46
2008-05-12,185.49
2008-05-13,185.62
2008-05-14,186.13
2008-05-15,186.83
2008-05-16,187.32
2008-05-19,187.9
2008-05-20,187.81
2008-05-21,187.65
2008-05-22,186.85
2008-05-23,186.55
2008-05-26,186.71
2008-05-27,186.46
2008-05-28,186.42
2008-05-29,186.57
2008-05-30,186.75
2008-05-31,186.75
2008-06-02,186.3
2008-06-03,186.17
2008-06-04,186.53
2008-06-05,187.95
2008-06-06,188.3
2008-06-09,188.24
2008-06-10,187.87
2008-06-11,187.7
2008-06-12,187.3
2008-06-13,187.55
2008-06-16,187.46
2008-06-17,187.77
2008-06-18,187.34
2008-06-19,186.69
2008-06-20,185.82
2008-06-23,185.0
2008-06-24,183.61
2008-06-25,182.95
2008-06-26,181.22
2008-06-27,180.31
2008-06-30,179.98
2008-07-01,178.79
2008-07-02,178.58
2008-07-03,178.24
2008-07-04,178.3
2008-07-07,177.95
2008-07-08,177.28
2008-07-09,177.8
2008-07-10,176.98
2008-07-11,175.78
2008-07-14,175.67
2008-07-15,174.07
2008-07-16,173.91
2008-07-17,174.76
2008-07-18,175.84
2008-07-21,176.5
2008-07-22,176.18
2008-07-23,177.0
2008-07-24,176.67
2008-07-25,175.76
2008-07-28,175.23
2008-07-29,175.16
2008-07-30,175.37
2008-07-31,175.17
2008-08-01,174.7
2008-08-04,174.32
2008-08-05,174.32
2008-08-06,174.68
2008-08-07,174.79
2008-08-08,174.39
2008-08-11,174.76
2008-08-12,175.1
2008-08-13,175.16
2008-08-14,175.06
2008-08-15,175.2
2008-08-18,175.34
2008-08-19,174.72
2008-08-20,174.43
2008-08-21,174.06
2008-08-22,174.03
2008-08-25,174.13
2008-08-26,174.08
2008-08-27,173.87
2008-08-28,173.99
2008-08-29,174.07
2008-08-31,174.13
2008-09-01,174.19
2008-09-02,174.42
2008-09-03,174.32
2008-09-04,174.02
2008-09-05,173.75
2008-09-08,174.89
2008-09-09,174.64
2008-09-10,174.34
2008-09-11,174.29
2008-09-12,174.78
2008-09-15,172.2
2008-09-16,169.13
2008-09-17,166.86
2008-09-18,166.34
2008-09-19,169.92
2008-09-22,169.55
2008-09-23,167.88
2008-09-24,166.19
2008-09-25,163.94
2008-09-26,161.16
2008-09-29,159.4
2008-09-30,156.54
2008-10-01,154.5
2008-10-02,149.18
2008-10-03,148.39
2008-10-06,143.73
2008-10-07,142.69
2008-10-08,138.83
2008-10-09,134.79
2008-10-10,126.79
2008-10-13,126.97
2008-10-14,131.27
2008-10-15,127.14
2008-10-16,124.26
2008-10-17,123.15
2008-10-20,123.91
2008-10-21,124.43
2008-10-22,123.52
2008-10-23,122.16
2008-10-24,120.27
2008-10-27,118.94
2008-10-28,119.29
2008-10-29,120.98
2008-10-30,121.75
2008-10-31,120.87
2008-11-03,120.54
2008-11-04,121.27
2008-11-05,121.24
2008-11-06,120.56
2008-11-07,119.14
2008-11-10,118.54
2008-11-11,118.6
2008-11-12,115.69
2008-11-13,114.71
2008-11-14,113.17
2008-11-17,111.92
2008-11-18,109.43
2008-11-19,106.19
2008-11-20,102.89
2008-11-21,100.89
2008-11-24,100.13
2008-11-25,100.37
2008-11-26,101.42
2008-11-27,101.48
2008-11-28,102.61
2008-11-30,102.73
2008-12-01,102.34
2008-12-02,103.23
2008-12-03,103.16
2008-12-04,102.61
2008-12-05,101.02
2008-12-08,101.94
2008-12-09,102.54
2008-12-10,101.31
2008-12-11,99.55
2008-12-12,96.32
2008-12-15,97.83
2008-12-16,97.81
2008-12-17,99.1
2008-12-18,99.06
2008-12-19,98.85
2008-12-22,100.0
2008-12-23,101.13
2008-12-24,100.94
2008-12-26,105.2
2008-12-29,107.97
2008-12-30,112.09
2008-12-31,114.57
2009-01-02,115.49
2009-01-05,117.63
2009-01-06,121.49
2009-01-07,123.21
2009-01-08,121.89
2009-01-09,121.36
2009-01-12,121.58
2009-01-13,119.8
2009-01-14,117.36
2009-01-15,115.95
2009-01-16,116.53
2009-01-19,116.7
2009-01-20,117.04
2009-01-21,116.32
2009-01-22,115.72
2009-01-23,114.76
2009-01-26,114.73
2009-01-27,115.16
2009-01-28,115.92
2009-01-29,116.14
2009-01-30,116.01
2009-01-31,114.1
2009-02-02,114.0
2009-02-03,113.94
2009-02-04,114.25
2009-02-05,114.6
2009-02-06,114.13
2009-02-09,113.93
2009-02-10,113.98
2009-02-11,113.45
2009-02-12,113.72
2009-02-13,113.13
2009-02-16,113.29
2009-02-17,111.98
2009-02-18,110.04
2009-02-19,110.44
2009-02-20,109.41
2009-02-23,109.12
2009-02-24,106.43
2009-02-25,106.55
2009-02-26,105.84
2009-02-27,105.09
2009-02-28,105.27
2009-03-02,104.22
2009-03-03,102.98
2009-03-04,102.14
2009-03-05,102.62
2009-03-06,102.08
2009-03-09,101.45
2009-03-10,102.51
2009-03-11,104.52
2009-03-12,106.37
2009-03-13,108.07
2009-03-16,109.66
2009-03-17,109.78
2009-03-18,110.14
2009-03-19,111.0
2009-03-20,111.22
2009-03-23,112.72
2009-03-24,113.51
2009-03-25,113.74
2009-03-26,115.4
2009-03-27,115.86
2009-03-30,114.92
2009-03-31,114.52
2009-04-01,113.88
2009-04-02,115.74
2009-04-03,116.8
2009-04-06,117.76
2009-04-07,118.09
2009-04-08,118.74
2009-04-09,119.85
2009-04-13,120.8
2009-04-14,122.11
2009-04-15,122.78
2009-04-16,124.02
2009-04-17,126.03
2009-04-20,126.17
2009-04-21,124.37
2009-04-22,124.91
2009-04-23,126.27
2009-04-24,128.44
2009-04-27,129.43
2009-04-28,130.19
2009-04-29,132.66
2009-04-30,137.01
2009-05-01,138.04
2009-05-04,139.32
2009-05-05,141.09
2009-05-06,142.42
2009-05-07,146.44
2009-05-08,147.36
2009-05-11,147.19
2009-05-12,147.07
2009-05-13,146.03
2009-05-14,144.31
2009-05-15,144.57
2009-05-18,145.22
2009-05-19,146.37
2009-05-20,149.23
2009-05-21,150.28
2009-05-22,151.02
2009-05-25,151.2
2009-05-26,151.51
2009-05-27,152.6
2009-05-28,153.64
2009-05-29,154.35
2009-05-31,154.41
2009-06-01,155.54
2009-06-02,157.62
2009-06-03,158.24
2009-06-04,159.3
2009-06-05,160.45
2009-06-08,161.49
2009-06-09,162.5
2009-06-10,163.57
2009-06-11,164.38
2009-06-12,165.53
2009-06-15,165.73
2009-06-16,164.98
2009-06-17,161.95
2009-06-18,159.82
2009-06-19,159.8
2009-06-22,158.71
2009-06-23,158.2
2009-06-24,158.61
2009-06-25,159.11
2009-06-26,159.5
2009-06-29,160.47
2009-06-30,161.78
2009-07-01,162.84
2009-07-02,163.19
2009-07-03,163.25
2009-07-06,162.69
2009-07-07,162.75
2009-07-08,161.82
2009-07-09,161.7
2009-07-10,161.45
2009-07-13,161.32
2009-07-14,161.68
2009-07-15,162.48
2009-07-16,163.49
2009-07-17,164.04
2009-07-20,165.34
2009-07-21,167.37
2009-07-22,168.31
2009-07-23,170.3
2009-07-24,171.72
2009-07-27,173.43
2009-07-28,174.34
2009-07-29,175.45
2009-07-30,177.44
2009-07-31,179.31
2009-08-03,181.61
2009-08-04,182.75
2009-08-05,183.43
2009-08-06,183.99
2009-08-07,184.76
2009-08-10,185.92
2009-08-11,185.92
2009-08-12,184.95
2009-08-13,184.34
2009-08-14,184.35
2009-08-17,182.63
2009-08-18,182.7
2009-08-19,182.63
2009-08-20,182.64
2009-08-21,182.71
2009-08-24,183.58
2009-08-25,184.12
2009-08-26,184.41
2009-08-27,184.66
2009-08-28,185.26
2009-08-31,185.45
2009-09-01,185.4
2009-09-02,185.41
2009-09-03,185.96
2009-09-04,186.25
2009-09-07,186.42
2009-09-08,187.7
2009-09-09,188.6
2009-09-10,190.45
2009-09-11,192.6
2009-09-14,194.26
2009-09-15,197.39
2009-09-16,200.46
2009-09-17,201.07
2009-09-18,201.43
2009-09-21,201.23
2009-09-22,202.7
2009-09-23,203.93
2009-09-24,204.86
2009-09-25,204.74
2009-09-28,204.59
2009-09-29,204.88
2009-09-30,204.26
2009-10-01,203.37
2009-10-02,202.27
2009-10-05,202.66
2009-10-06,203.33
2009-10-07,202.93
2009-10-08,203.68
2009-10-09,204.25
2009-10-12,204.42
2009-10-13,204.74
2009-10-14,206.13
2009-10-15,206.87
2009-10-16,207.46
2009-10-19,208.35
2009-10-20,209.33
2009-10-21,209.65
2009-10-22,210.27
2009-10-23,210.45
2009-10-26,210.83
2009-10-27,210.61
2009-10-28,209.96
2009-10-29,209.39
2009-10-30,209.69
2009-10-31,209.7
2009-11-02,209.41
2009-11-03,209.11
2009-11-04,209.42
2009-11-05,210.05
2009-11-06,210.28
2009-11-09,210.96
2009-11-10,211.5
2009-11-11,211.56
2009-11-12,212.12
2009-11-13,212.13
2009-11-16,212.67
2009-11-17,212.62
2009-11-18,212.61
2009-11-19,212.49
2009-11-20,212.62
2009-11-23,213.36
2009-11-24,213.81
2009-11-25,213.96
2009-11-26,214.02
2009-11-27,213.85
2009-11-30,213.38
2009-12-01,213.78
2009-12-02,214.34
2009-12-03,215.12
2009-12-04,216.06
2009-12-07,216.61
2009-12-08,217.03
2009-12-09,217.57
2009-12-10,217.91
2009-12-11,218.57
2009-12-14,219.78
2009-12-15,220.6
2009-12-16,221.55
2009-12-17,221.83
2009-12-18,222.15
2009-12-21,222.41
2009-12-22,223.11
2009-12-23,223.53
2009-12-24,223.6
2009-12-28,224.11
2009-12-29,224.41
2009-12-30,224.71
2009-12-31,225.46
2010-01-04,227.32
2010-01-05,229.12
2010-01-06,231.0
2010-01-07,233.5
2010-01-08,233.83
2010-01-11,234.3
2010-01-12,234.11
2010-01-13,233.93
2010-01-14,234.18
2010-01-15,234.31
2010-01-18,234.49
2010-01-19,234.06
2010-01-20,233.86
2010-01-21,233.18
2010-01-22,231.43
2010-01-25,230.38
2010-01-26,230.49
2010-01-27,230.56
2010-01-28,230.91
2010-01-29,230.81
2010-01-31,230.87
2010-02-01,230.58
2010-02-02,230.68
2010-02-03,231.24
2010-02-04,230.34
2010-02-05,227.93
2010-02-08,226.86
2010-02-09,225.92
2010-02-10,224.08
2010-02-11,223.77
2010-02-12,223.6
2010-02-15,223.78
2010-02-16,224.5
2010-02-17,227.0
2010-02-18,228.46
2010-02-19,229.58
2010-02-22,230.57
2010-02-23,230.05
2010-02-24,229.86
2010-02-25,229.64
2010-02-26,230.19
2010-02-28,230.42
2010-03-01,231.07
2010-03-02,232.15
2010-03-03,232.72
2010-03-04,233.17
2010-03-05,234.43
2010-03-08,235.85
2010-03-09,236.8
2010-03-10,237.46
2010-03-11,236.79
2010-03-12,237.16
2010-03-15,237.22
2010-03-16,237.1
2010-03-17,237.89
2010-03-18,238.37
2010-03-19,238.48
2010-03-22,238.17
2010-03-23,238.68
2010-03-24,239.18
2010-03-25,239.52
2010-03-26,239.83
2010-03-29,240.34
2010-03-30,240.37
2010-03-31,240.17
2010-04-01,240.42
2010-04-05,241.42
2010-04-06,241.74
2010-04-07,242.59
2010-04-08,242.63
2010-04-09,243.21
2010-04-12,244.01
2010-04-13,244.85
2010-04-14,245.77
2010-04-15,246.96
2010-04-16,246.97
2010-04-19,246.37
2010-04-20,247.08
2010-04-21,247.68
2010-04-22,247.52
2010-04-23,248.3
2010-04-26,249.28
2010-04-27,249.32
2010-04-28,248.66
2010-04-29,249.17
2010-04-30,249.34
2010-05-03,249.48
2010-05-04,248.78
2010-05-05,247.02
2010-05-06,243.49
2010-05-07,240.85
2010-05-10,243.16
2010-05-11,241.95
2010-05-12,243.79
2010-05-13,244.6
2010-05-14,242.71
2010-05-17,241.75
2010-05-18,241.19
2010-05-19,239.32
2010-05-20,235.19
2010-05-21,234.47
2010-05-24,234.83
2010-05-25,231.29
2010-05-26,233.25
2010-05-27,234.37
2010-05-28,234.98
2010-05-31,235.11
2010-06-01,234.53
2010-06-02,234.37
2010-06-03,235.21
2010-06-04,234.86
2010-06-07,234.44
2010-06-08,233.24
2010-06-09,232.61
2010-06-10,232.15
2010-06-11,232.26
2010-06-14,233.36
2010-06-15,234.65
2010-06-16,236.07
2010-06-17,238.15
2010-06-18,238.99
2010-06-21,240.9
2010-06-22,240.5
2010-06-23,239.93
2010-06-24,238.52
2010-06-25,238.42
2010-06-28,238.96
2010-06-29,237.12
2010-06-30,236.72
2010-07-01,235.89
2010-07-02,235.85
2010-07-05,236.04
2010-07-06,236.64
2010-07-07,236.73
2010-07-08,238.04
2010-07-09,238.96
2010-07-12,239.67
2010-07-13,241.01
2010-07-14,241.54
2010-07-15,241.81
2010-07-16,242.01
2010-07-19,241.96
2010-07-20,242.02
2010-07-21,243.0
2010-07-22,243.73
2010-07-23,244.1
2010-07-26,245.02
2010-07-27,245.8
2010-07-28,245.73
2010-07-29,245.86
2010-07-30,245.53
2010-07-31,245.53
2010-08-02,246.2
2010-08-03,246.53
2010-08-04,246.87
2010-08-05,247.02
2010-08-06,246.89
2010-08-09,247.33
2010-08-10,247.13
2010-08-11,245.53
2010-08-12,244.27
2010-08-13,243.87
2010-08-16,243.66
2010-08-17,243.62
